Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score
AEGON International,2017-06-29,ATP250,Outdoor,Grass,2nd Round,3,Lajovic D.,Isner J.,Isner J.,78,21,657,1930,4.5,1.18,6-3 6-7 6-7
AEGON International,2017-06-29,ATP250,Outdoor,Grass,2nd Round,3,Tomic B.,Zverev M.,Tomic B.,60,30,820,1396,2.2,1.61,6-3 6-2
AEGON International,2017-06-29,ATP250,Outdoor,Grass,2nd Round,3,Norrie C.,Monfils G.,Monfils G.,236,16,224,2545,8.0,1.08,3-6 2-6
AEGON International,2017-06-29,ATP250,Outdoor,Grass,2nd Round,3,Gasquet R.,Anderson K.,Gasquet R.,27,45,1515,950,2.1,1.66,6-4 6-4
AEGON International,2017-06-29,ATP250,Outdoor,Grass,Quarterfinals,3,Young D.,Djokovic N.,Djokovic N.,47,4,935,5805,7.0,1.1,2-6 6-7
AEGON International,2017-06-29,ATP250,Outdoor,Grass,Quarterfinals,3,Medvedev D.,Johnson S.,Medvedev D.,52,31,864,1395,1.9,1.9,6-3 2-6 6-3
AEGON International,2017-06-29,ATP250,Outdoor,Grass,Quarterfinals,3,Tomic B.,Monfils G.,Monfils G.,60,16,820,2545,2.5,1.53,6-7 0-6
AEGON International,2017-06-29,ATP250,Outdoor,Grass,Quarterfinals,3,Gasquet R.,Isner J.,Gasquet R.,27,21,1515,1930,1.66,2.2,6-3 6-2
AEGON International,2017-06-30,ATP250,Outdoor,Grass,Semifinals,3,Medvedev D.,Djokovic N.,Djokovic N.,52,4,864,5805,6.0,1.12,4-6 4-6
AEGON International,2017-06-30,ATP250,Outdoor,Grass,Semifinals,3,Monfils G.,Gasquet R.,Monfils G.,16,27,2545,1515,2.0,1.8,6-2 6-7 7-6
AEGON International,2017-07-01,ATP250,Outdoor,Grass,The Final,3,Monfils G.,Djokovic N.,Djokovic N.,16,4,2545,5805,5.0,1.16,3-6 4-6
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Querrey S.,Fabbiano T.,Querrey S.,28,91,1495,610,1.2,4.5,7-6 7-5 6-2
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Whittington A.,Monteiro T.,Monteiro T.,210,100,255,544,1.22,4.33,6-4 3-6 6-7 6-7
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Janowicz J.,Shapovalov D.,Janowicz J.,141,164,400,344,1.8,2.0,6-4 3-6 6-3 7-6
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Sousa J.,Brown D.,Brown D.,62,97,830,585,3.0,1.4,6-3 6-7 4-6 4-6
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Basilashvili N.,Berlocq C.,Basilashvili N.,54,80,866,659,1.5,2.62,6-4 7-6 6-1
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Lu Y.H.,Bolelli S.,Bolelli S.,75,312,680,154,3.25,1.36,3-6 6-1 3-6 4-6
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Paire B.,Dutra Silva R.,Paire B.,46,473,960,79,1.16,5.0,6-4 3-6 7-6 6-4
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Kuznetsov An.,Khachanov K.,Khachanov K.,76,34,676,1176,2.75,1.44,6-7 6-2 3-6 6-1 2-6
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Tsonga J.W.,Norrie C.,Tsonga J.W.,10,221,3075,244,1.03,15.0,6-3 6-2 6-2
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Bublik A.,Murray A.,Murray A.,135,1,421,9390,15.0,1.03,1-6 4-6 2-6
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Nishikori K.,Cecchinato M.,Nishikori K.,9,102,3830,540,1.02,10.5,6-2 6-2 6-0
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Verdasco F.,Anderson K.,Anderson K.,35,42,1175,970,2.37,1.57,6-2 6-7 6-7 3-6
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Bautista Agut R.,Haider-Maurer A.,Bautista Agut R.,19,1039,2155,9,1.04,13.0,6-3 6-1 6-2
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Jaziri M.,Pouille L.,Pouille L.,77,16,671,2570,8.0,1.08,7-6 4-6 4-6 6-7
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Gojowczyk P.,Copil M.,Gojowczyk P.,140,85,410,629,1.8,2.0,7-6 2-6 6-3 6-1
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Benneteau J.,Stakhovsky S.,Stakhovsky S.,81,122,652,461,2.0,1.8,3-6 6-7 6-2 2-6
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Seppi A.,Gombos N.,Seppi A.,87,93,626,596,1.2,4.5,6-2 3-6 6-2 6-1
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Kohlschreiber P.,Cilic M.,Cilic M.,60,6,840,4235,5.0,1.16,4-6 2-6 3-6
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Nadal R.,Millman J.,Nadal R.,2,137,7285,414,1.04,13.0,6-1 6-3 6-2
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Karlovic I.,Bedene A.,Bedene A.,23,58,1835,853,1.44,2.75,7-6 6-7 7-6 6-7 6-8
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Fognini F.,Tursunov D.,Fognini F.,29,715,1430,30,1.1,7.0,6-1 6-3 6-3
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Laaksonen H.,Rosol L.,Rosol L.,104,214,538,249,3.75,1.28,6-4 5-7 3-6 4-6
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Muller G.,Fucsovics M.,Muller G.,26,109,1675,513,1.14,5.5,7-5 6-4 6-2
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Haas T.,Bemelmans R.,Bemelmans R.,258,124,205,457,1.4,3.0,2-6 6-3 3-6 5-7
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Vesely J.,Marchenko I.,Vesely J.,48,117,950,472,1.44,2.75,6-1 4-6 4-6 7-5 6-1
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Wawrinka S.,Medvedev D.,Medvedev D.,3,49,6175,922,1.4,3.0,4-6 6-3 4-6 1-6
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Dzumhur D.,Olivo R.,Dzumhur D.,83,89,635,623,1.33,3.4,6-2 6-0 6-1
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Kicker N.,Johnson S.,Johnson S.,94,31,589,1395,13.0,1.04,4-6 5-7 3-6
Wimbledon,2017-07-04,Grand Slam,Outdoor,Grass,1st Round,5,Pavlasek A.,Escobedo E.,Pavlasek A.,136,74,415,690,2.75,1.44,6-7 6-1 6-3 6-1
Wimbledon,2017-07-04,Grand Slam,Outdoor,Grass,1st Round,5,Berankis R.,Darcis S.,Darcis S.,196,61,280,831,2.75,1.44,6-4 3-6 6-2 4-6 3-6
Wimbledon,2017-07-04,Grand Slam,Outdoor,Grass,1st Round,5,Edmund K.,Ward A.,Edmund K.,50,869,898,17,1.12,6.0,4-6 6-3 6-2 6-1
Wimbledon,2017-07-04,Grand Slam,Outdoor,Grass,1st Round,5,Gasquet R.,Ferrer D.,Ferrer D.,27,39,1560,1005,1.11,6.5,3-6 4-6 7-5 2-6
Wimbledon,2017-07-04,Grand Slam,Outdoor,Grass,1st Round,5,Gulbis E.,Estrella Burgos V.,Gulbis E.,589,96,50,585,1.66,2.2,6-1 6-1 6-2
Wimbledon,2017-07-04,Grand Slam,Outdoor,Grass,1st Round,5,Daniel T.,Kukushkin M.,Kukushkin M.,92,118,609,465,3.0,1.4,6-4 4-6 6-7 2-6
Wimbledon,2017-07-04,Grand Slam,Outdoor,Grass,1st Round,5,Youzhny M.,Mahut N.,Youzhny M.,82,78,640,670,2.62,1.5,6-2 7-5 6-4
Wimbledon,2017-07-04,Grand Slam,Outdoor,Grass,1st Round,5,Tomic B.,Zverev M.,Zverev M.,59,30,845,1396,1.8,2.0,4-6 3-6 4-6
Wimbledon,2017-07-04,Grand Slam,Outdoor,Grass,1st Round,5,Del Potro J.M.,Kokkinakis T.,Del Potro J.M.,32,486,1325,75,1.2,4.5,6-3 3-6 7-6 6-4
Wimbledon,2017-07-04,Grand Slam,Outdoor,Grass,1st Round,5,Struff J.L.,Raonic M.,Raonic M.,53,7,883,4150,6.0,1.12,6-7 2-6 6-7
Wimbledon,2017-07-04,Grand Slam,Outdoor,Grass,1st Round,5,Ramos-Vinolas A.,Thompson J.,Ramos-Vinolas A.,22,86,1885,628,2.2,1.66,6-4 6-4 7-6
Wimbledon,2017-07-04,Grand Slam,Outdoor,Grass,1st Round,5,Travaglia S.,Rublev A.,Rublev A.,155,95,355,585,4.33,1.22,7-6 3-6 5-7 6-1 5-7
Wimbledon,2017-07-04,Grand Slam,Outdoor,Grass,1st Round,5,Monfils G.,Brands D.,Monfils G.,14,215,2695,249,1.1,7.0,6-3 7-5 6-4
Wimbledon,2017-07-04,Grand Slam,Outdoor,Grass,1st Round,5,Bagnis F.,Albot R.,Albot R.,107,108,514,513,4.5,1.2,6-4 4-6 6-7 6-7
Wimbledon,2017-07-04,Grand Slam,Outdoor,Grass,1st Round,5,Simon G.,Jarry N.,Simon G.,36,182,1095,299,1.25,4.0,7-6 6-3 6-3
Wimbledon,2017-07-04,Grand Slam,Outdoor,Grass,1st Round,5,Klein B.,Sugita Y.,Sugita Y.,232,44,231,967,5.0,1.16,6-7 3-6 0-6
Wimbledon,2017-07-04,Grand Slam,Outdoor,Grass,1st Round,5,Zverev A.,Donskoy E.,Zverev A.,12,98,3070,584,1.08,8.0,6-4 7-6 6-3
Wimbledon,2017-07-04,Grand Slam,Outdoor,Grass,1st Round,5,Ward J.,Baghdatis M.,Baghdatis M.,1085,65,8,745,4.0,1.25,4-6 4-6 3-6
Wimbledon,2017-07-04,Grand Slam,Outdoor,Grass,1st Round,5,Sock J.,Garin C.,Sock J.,18,220,2335,245,1.16,5.0,6-3 4-6 7-6 6-3
